,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
376,Nouakchott,20,MR,1599619567,83,18.09,-15.98,82.4,6.93
377,Banjar,75,ID,1599619704,89,-8.19,114.97,84.2,14.99
378,Bőny,0,HU,1599619705,93,47.65,17.87,48.2,1.12
379,Iquique,90,CL,1599619707,63,-20.22,-70.14,60.8,4.7
380,Ranfurly,100,NZ,1599619708,44,-45.13,170.1,55.99,3.0
381,Diego de Almagro,0,CL,1599619684,51,-26.37,-70.05,50.43,2.44
382,Sibu,40,MY,1599619710,78,2.3,111.82,82.4,6.93
383,Dhārchula,51,IN,1599619711,66,29.85,80.53,74.71,2.66
384,Punta Alta,100,AR,1599619713,64,-38.88,-62.07,58.44,15.68
385,Kirkwall,76,GB,1599619714,93,58.98,-2.96,51.8,17.22
386,Yumen,0,CN,1599619715,25,40.28,97.2,75.56,12.77
387,Ca Mau,94,VN,1599619716,62,9.18,105.15,89.28,2.8
388,Torbay,90,CA,1599619718,93,47.67,-52.73,64.99,13.87
389,Mizdah,3,LY,1599619720,56,31.45,12.98,73.38,6.71
390,Suruç,0,TR,1599619722,25,36.98,38.42,75.2,8.05
391,College,75,US,1599619724,76,64.86,-147.8,53.6,3.83
392,Salalah,75,OM,1599619725,88,17.02,54.09,78.8,1.12
393,Sorong,22,ID,1599619727,79,-0.88,131.25,82.58,4.45
394,Sola,100,VU,1599619729,84,-13.88,167.55,74.12,18.14
395,Manta,75,EC,1599619731,83,-0.95,-80.73,75.2,3.36
396,Faqirwali,0,PK,1599619732,32,29.47,73.03,92.95,3.02
397,Khani,75,GE,1599619735,100,41.96,42.96,66.2,3.36
398,Madimba,20,TZ,1599619737,94,-10.4,40.33,68.0,11.41
399,Zabid,10,YE,1599619739,70,14.2,43.32,87.22,4.61
400,Dinguiraye,100,GN,1599619740,95,11.3,-10.72,71.06,3.69
401,Santa Cruz de la Sierra,0,BO,1599619537,68,-17.8,-63.17,68.0,4.7
402,Tautira,20,PF,1599619744,65,-17.73,-149.15,82.4,17.22
403,Nouna,100,BF,1599619746,95,12.73,-3.87,73.09,6.49
404,Raudeberg,94,NO,1599619747,92,61.99,5.14,53.01,24.14
405,Ulkan,100,RU,1599619749,67,57.24,107.32,55.04,4.23
406,Gangāpur,2,IN,1599619750,52,26.48,76.72,88.7,1.88
407,Arrondissement de Saint-Denis,60,FR,1599619752,88,48.92,2.33,66.99,1.01
408,Ulaanbaatar,40,MN,1599619639,42,47.91,106.88,66.2,6.71
409,Diapaga,100,BF,1599619755,90,12.07,1.79,73.62,6.11
410,Mersing,20,MY,1599619756,83,2.43,103.84,84.2,4.7
411,Atikokan,29,CA,1599619757,94,48.76,-91.62,37.24,2.71
412,Altay,58,CN,1599619759,39,47.87,88.12,58.73,4.52
413,Atar,7,MR,1599619760,46,20.52,-13.05,89.11,17.4
414,Touros,40,BR,1599619762,94,-5.2,-35.46,73.4,3.36
415,Duncan,90,US,1599619514,100,34.5,-97.96,59.0,19.46
416,Shahrud,30,IR,1599619765,60,36.42,54.98,65.26,5.91
417,Canindé,3,BR,1599619767,88,-4.36,-39.31,68.2,2.33
418,Iqaluit,75,CA,1599619769,69,63.75,-68.51,39.2,4.7
419,Deming,1,US,1599619770,37,32.27,-107.76,84.2,16.11
420,Ribeira Brava,20,PT,1599619773,88,32.65,-17.07,75.99,1.03
421,Pastavy,0,BY,1599619775,94,55.12,26.83,51.58,11.03
422,Debre Birhan,51,ET,1599619776,91,9.68,39.53,48.92,1.03
423,Baruun-Urt,0,MN,1599619778,49,46.68,113.28,65.77,7.65
424,Asău,0,RO,1599619780,97,46.43,26.4,48.99,2.91
425,Tigil',87,RU,1599619782,69,57.8,158.67,52.97,25.95
426,Farafangana,27,MG,1599619783,93,-22.82,47.83,66.27,7.2
427,Hailey,5,US,1599619785,32,43.52,-114.32,53.6,7.49
428,Port Augusta,60,AU,1599619786,63,-32.5,137.77,62.6,17.22
429,Khovd,0,MN,1599619787,30,48.01,91.64,58.8,1.23
430,Auki,34,SB,1599619788,77,-8.77,160.7,83.75,5.66
431,Davao,75,PH,1599619790,70,6.81,125.71,86.0,5.82
432,Kasongo-Lunda,96,CD,1599619792,56,-6.47,16.82,75.58,1.05
433,Manzanillo,96,CU,1599619793,85,20.34,-77.12,78.87,4.14
434,Vallenar,5,CL,1599619795,58,-28.57,-70.76,56.44,0.87
435,Pozo Colorado,100,PY,1599619797,75,-23.49,-58.8,70.09,2.17
436,La Baule-Escoublac,0,FR,1599619799,87,47.29,-2.36,60.01,3.36
437,Bac Lieu,100,VN,1599619801,72,9.29,105.72,85.17,4.38
438,Port Hedland,0,AU,1599619802,13,-20.32,118.57,98.6,14.99
439,Forsytheganj,13,BY,1599619804,83,52.63,29.73,54.28,11.95
440,Las Juntas,100,MX,1599619805,95,19.42,-104.7,73.67,1.23
441,Sainte-Rose,56,GP,1599619599,83,16.33,-61.7,80.6,5.82
442,Michelstadt,0,DE,1599619809,70,49.67,9.0,61.0,1.01
443,Ojinaga,1,MX,1599619810,33,29.57,-104.42,89.6,12.75
444,Mount Isa,0,AU,1599619812,25,-20.73,139.5,86.0,17.22
445,Emba,0,KZ,1599619813,44,48.83,58.14,63.75,8.03
446,Baykit,85,RU,1599619814,79,61.67,96.37,49.21,5.5
447,Mayumba,100,GA,1599619815,88,-3.43,10.66,74.08,6.11
448,Banda Aceh,99,ID,1599619817,69,5.56,95.32,84.2,9.33
449,Maningrida,9,AU,1599619819,39,-12.07,134.27,88.54,12.37
450,Nabire,97,ID,1599619727,61,-3.37,135.48,87.01,4.63
451,Sanaa,39,YE,1599619823,54,15.35,44.21,65.08,7.87
452,Kiunga,62,PG,1599619824,71,-6.12,141.29,85.3,5.32
453,Taltal,0,CL,1599619825,71,-25.4,-70.48,56.14,6.44
454,Necochea,100,AR,1599619827,88,-38.55,-58.74,52.0,11.01
455,Alice Springs,0,AU,1599619829,17,-23.7,133.88,86.0,12.75
456,Okhotsk,0,RU,1599619831,40,59.38,143.3,57.92,11.68
457,Joensuu,75,FI,1599619833,100,62.6,29.76,51.8,4.7
458,Isangel,90,VU,1599619835,100,-19.55,169.27,68.0,5.44
459,Vigrestad,100,NO,1599619836,98,58.57,5.7,54.0,4.0
460,Steamboat Springs,90,US,1599619838,55,40.48,-106.83,39.2,8.05
461,Teya,0,RU,1599619839,73,60.38,92.63,52.48,1.01
462,Vostok,100,RU,1599619841,98,46.49,135.88,58.75,2.86
463,Maramag,48,PH,1599619843,69,7.82,124.95,82.38,2.73
464,Buin,90,CL,1599619845,81,-33.73,-70.75,51.01,1.88
465,Litovko,100,RU,1599619846,95,49.24,135.17,55.56,11.72
466,Muros,31,ES,1599619849,75,42.78,-9.06,63.0,1.99
467,Kuandian,89,CN,1599619850,66,40.73,124.78,69.89,4.7
468,La Ronge,75,CA,1599619854,61,55.1,-105.28,48.2,9.17
469,Aguçadoura,34,PT,1599619856,63,41.43,-8.78,69.01,5.79
470,Ormond Beach,75,US,1599619763,100,29.29,-81.06,80.01,6.93
471,Sault Ste. Marie,90,CA,1599619859,76,46.52,-84.33,51.8,3.36
472,Cockburn Town,27,TC,1599619860,80,21.46,-71.14,83.25,15.68
473,Goderich,100,CA,1599619862,92,43.75,-81.72,61.0,3.0
474,Ballina,14,AU,1599619864,46,-28.87,153.57,75.99,8.05
475,Ratnagiri,100,IN,1599619866,85,16.98,73.3,81.25,2.57
476,Chālūs,75,IR,1599619867,78,36.66,51.42,73.4,4.7
477,Genhe,100,CN,1599619869,51,50.78,121.52,67.19,9.46
478,Guasdualito,92,VE,1599619871,91,7.24,-70.73,74.34,1.57
479,Nemuro,75,JP,1599619873,94,43.32,145.57,75.2,8.05
480,Anadyr,90,RU,1599619875,62,64.75,177.48,51.8,8.95
481,Tutóia,0,BR,1599619876,79,-2.76,-42.27,79.16,13.38
482,Pisco,5,PE,1599619877,82,-13.7,-76.22,62.01,14.99
483,Santa Maria,90,BR,1599619878,88,-29.68,-53.81,64.4,12.75
484,Kingussie,11,GB,1599619880,87,57.08,-4.05,52.0,9.17
485,Kamenka,100,RU,1599619881,88,51.32,42.77,52.0,6.17
486,Ust-Kuyga,0,RU,1599619882,57,70.02,135.6,52.81,7.34
487,Luganville,90,VU,1599619884,88,-15.53,167.17,71.6,6.24
488,Gramado,7,BR,1599619886,87,-29.38,-50.87,57.99,5.01
489,Nagayo,40,JP,1599619887,74,32.82,129.89,80.6,9.17
490,Lady Frere,0,ZA,1599619889,31,-31.7,27.23,60.8,7.18
491,Lumeje,0,AO,1599619890,30,-11.55,20.78,61.68,4.88
492,Pomichna,79,UA,1599619891,68,48.24,31.42,52.86,6.26
493,Nyagan,99,RU,1599619892,86,62.14,65.39,53.71,7.07
494,Ossora,100,RU,1599619893,89,59.24,163.07,49.41,36.62
495,Bukachacha,0,RU,1599619895,45,52.98,116.92,73.45,3.33
496,Saint-François,0,FR,1599619896,87,46.42,3.91,48.0,2.24
497,San Patricio,100,MX,1599619897,84,19.22,-104.7,78.89,3.53
498,Tura,65,IN,1599619899,90,25.52,90.22,80.35,4.27
499,Port Macquarie,100,AU,1599619709,68,-31.43,152.92,72.0,1.01
500,Kushima,75,JP,1599619901,83,31.46,131.23,77.0,8.05
501,Fiditi,100,NG,1599619902,97,7.71,3.92,71.2,4.45
502,Vao,17,NC,1599619904,80,-22.67,167.48,67.89,20.65
503,Howard Springs,0,AU,1599619905,31,-12.5,131.05,93.0,13.87
504,Sagua la Grande,75,CU,1599619906,100,22.81,-80.08,75.2,5.82
505,Lethem,58,GY,1599619907,86,3.38,-59.8,75.87,3.38
506,Am Timan,98,TD,1599619909,88,11.03,20.28,72.77,3.13
507,Tonj,5,SS,1599619911,96,7.27,28.68,68.56,2.26
508,Galle,100,LK,1599619912,85,6.04,80.22,80.13,13.0
509,Marsh Harbour,99,BS,1599619684,73,26.54,-77.06,83.44,12.1
510,Tilichiki,100,RU,1599619918,91,60.47,166.1,45.52,22.01
511,Oblivskaya,56,RU,1599619920,63,48.54,42.5,57.04,13.31
512,Megion,84,RU,1599619921,93,61.03,76.11,46.4,2.24
513,Samarai,89,PG,1599619923,80,-10.62,150.67,78.08,17.43
514,Tugulym,11,RU,1599619924,81,57.06,64.64,46.4,8.95
515,Liberty,1,US,1599619687,83,31.83,-81.5,75.2,3.36
516,Maryville,20,US,1599619899,88,35.76,-83.97,73.99,3.36
517,Vestmannaeyjar,3,IS,1599619930,82,63.44,-20.27,47.3,10.85
518,Esmeraldas,8,BR,1599619654,60,-19.76,-44.31,71.6,4.7
519,Arrondissement de Tours,8,FR,1599619933,72,47.42,0.67,62.6,2.24
520,Khāsh,0,IR,1599619934,20,28.22,61.22,72.21,3.09
521,Banepā,90,NP,1599619777,94,27.63,85.52,71.6,4.7
522,Inayawan,75,PH,1599619937,70,10.27,123.86,87.8,6.93
523,Umm Kaddadah,2,SD,1599619938,55,13.6,26.69,83.98,6.98
524,Rabo de Peixe,75,PT,1599619941,88,37.8,-25.58,73.4,11.41
525,Jyvaskyla,75,FI,1599619942,100,62.24,25.72,50.0,4.7
526,Benghazi,0,LY,1599619944,63,32.12,20.07,78.31,12.66
527,Vinh Long,75,VN,1599619685,61,10.25,105.97,90.43,1.74
528,Río Gallegos,100,AR,1599619889,48,-51.62,-69.22,42.8,16.11
529,Nyurba,45,RU,1599619948,53,63.28,118.33,56.84,8.32
530,Popondetta,20,PG,1599619949,82,-8.75,148.25,83.5,2.59
531,Ponta Delgada,75,PT,1599619951,88,37.73,-25.67,73.4,11.41
532,Barabai,46,ID,1599619953,52,-2.58,115.38,92.19,1.32
533,Lake City,75,US,1599619956,94,30.19,-82.64,77.0,5.82
534,Valleyview,43,CA,1599619959,75,55.07,-117.29,55.06,2.82
535,Jacksonville,75,US,1599619717,83,30.33,-81.66,78.8,4.7
536,San Juan,54,AR,1599619801,29,-31.54,-68.54,64.11,8.23
537,Saint-Pierre,13,RE,1599619963,82,-21.34,55.48,68.0,3.36
538,Kalga,100,RU,1599619965,58,50.93,118.9,67.17,7.2
539,Jipijapa,75,EC,1599619967,83,-1.33,-80.58,75.2,3.36
540,Westport,1,US,1599619969,78,41.14,-73.36,73.4,3.36
541,Erenhot,0,CN,1599619971,40,43.65,111.98,66.74,7.96
542,Vila do Maio,40,CV,1599619973,94,15.13,-23.22,78.8,11.41
543,Ubari,0,LY,1599619974,19,26.59,12.78,80.2,9.89
544,Tessalit,2,ML,1599619976,31,20.2,1.01,87.44,8.3
545,Eirunepé,99,BR,1599619977,48,-6.66,-69.87,78.39,0.74
546,Sauda,100,NO,1599619980,91,59.65,6.35,52.0,1.99
